oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
be grand reforma cuauhtemoc. depto tipo loft. baja de precio,7500000.0,67.0,2.0,,19.434631,-99.1535239,easyaviso,2025-05-09 13:25:53.299823,111940.29850746269
venta departamento en be grand alto polanco 5700000,5700000.0,97.9,2.0,2.0,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,58222.67620020429
departamento en venta,5650000.0,89.0,2.0,2.0,19.436959,-99.1808795,easyaviso,2025-05-09 13:25:53.299823,63483.14606741573
ph en venta col. cuauhtemoc cdmx,7500000.0,97.0,2.0,2.0,19.4284411,-99.1690587,easyaviso,2025-05-09 13:25:53.299823,77319.58762886598
oportunidad cuauhtemoc rio rhin  en venta,6475000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,92500.0
colonia san rafael  ubicado en la historica colonia san rafael  serapio rendon,5900000.0,,2.0,2.0,19.4364755,-99.1583026,easyaviso,2025-05-09 13:25:53.299823,
departamento,6500000.0,97.25,2.0,2.0,19.4318854,-99.1671796,easyaviso,2025-05-09 13:25:53.299823,66838.04627249358
departamento en preventa jose rosas moreno san rafael cuahutemoc,2861000.0,37.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,77324.32432432432
departamento en preventa jose rosas moreno san rafael cuahutemoc,4175000.0,73.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,57191.78082191781
venta departamento en la  colonia cuautemoc excelente ubicacion,6000000.0,,2.0,2.0,19.4264659,-99.1734568,easyaviso,2025-05-09 13:25:53.299823,
cuautemoc ph con roof privado nuevo para estrenar,12450000.0,192.0,2.0,2.0,19.4315878,-99.1714966,easyaviso,2025-05-09 13:25:53.299823,64843.75
the ritz carlton mexico,77964800.0,216.02,2.0,2.0,19.423797,-99.1756078,easyaviso,2025-05-09 13:25:53.299823,360914.73011758167
departamento en venta en veronica anzures,5989000.0,153.0,3.0,3.0,19.4287314,-99.1744799,easyaviso,2025-05-09 13:25:53.299823,39143.790849673205
venta depa nuevo san rafael cuauhtemoc,5533157.0,97.0,2.0,2.0,19.4373442,-99.1642038,easyaviso,2025-05-09 13:25:53.299823,57042.85567010309
departamento en venta ciudad de mexico en reforma,18000000.0,78.0,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,230769.23076923078
hermoso departamento amueblado en venta col. cuauhtemoc cdmx,5495000.0,83.0,2.0,2.0,19.4296576,-99.1739219,easyaviso,2025-05-09 13:25:53.299823,66204.81927710843
exclusivo departamento amueblado en venta dentro del ritz carlton,14900000.0,59.0,,,19.423757413,-99.1755956407,easyaviso,2025-05-09 13:25:53.299823,252542.37288135593
departamento en venta. san rafael cuauhtemoc. zp213,2850000.0,55.0,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,51818.181818181816
hermoso y amplio departamento en anzures,8900000.0,200.0,,,19.4360294,-99.1735966,easyaviso,2025-05-09 13:25:53.299823,44500.0
hermoso departamento en colonia cuauhtemoc,9500000.0,180.0,2.0,2.0,19.4342371,-99.1636598,easyaviso,2025-05-09 13:25:53.299823,52777.77777777778
rio guadalquivir  cuauhtemoc,9991800.0,100.74,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,99184.03811792734
penthouse en venta rio danubio cuauhtemoc 7200000,7200000.0,132.0,2.0,2.0,19.4298684,-99.167721,easyaviso,2025-05-09 13:25:53.299823,54545.454545454544
departamento antiguo en venta col.san rafael,2800000.0,80.0,,2.0,19.4400777,-99.1586532,easyaviso,2025-05-09 13:25:53.299823,35000.0
venta departamento amueblado y equipado parques polanco,7300000.0,105.0,2.0,2.0,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,69523.80952380953
departamento en venta en colonia cuauhtemoc,5990000.0,97.75,2.0,2.0,19.43339,-99.1636023,easyaviso,2025-05-09 13:25:53.299823,61278.77237851662
departamento preventa insurgentes centro san rafael,4437840.0,55.0,,,19.4363238,-99.1571023,easyaviso,2025-05-09 13:25:53.299823,80688.0
departamento preventa insurgentes centro san rafael,4742521.0,57.0,,,19.4363238,-99.1571023,easyaviso,2025-05-09 13:25:53.299823,83202.12280701754
insurgentes centro i san rafael cuauhtemoc cdmx,2200000.0,27.54,,,19.4386295,-99.1548531,easyaviso,2025-05-09 13:25:53.299823,79883.80537400146
departamento preventa insurgentes centro san rafael,2454233.0,28.0,,,19.3549832,-99.1849698,easyaviso,2025-05-09 13:25:53.299823,87651.17857142857
departamento de lujo be grand reforma,11900000.0,134.0,2.0,2.0,19.4344442,-99.1536723,easyaviso,2025-05-09 13:25:53.299823,88805.97014925373
ph con terraza y balcon en venta o renta en  san rafael,6600000.0,105.0,2.0,,19.4069088,-99.123362,easyaviso,2025-05-09 13:25:53.299823,62857.142857142855
departamento en preventa marzo 2026 anahuac lago chalco miguel hidalgo cdmx,6125000.0,137.0,3.0,3.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,44708.029197080294
polanco 100m2 ..alberca,6900000.0,93.0,2.0,2.0,19.4395976,-99.1825289,easyaviso,2025-05-09 13:25:53.299823,74193.54838709677
departamento preventa insurgentes centro san rafael,3736810.0,45.0,,,19.4363238,-99.1571023,easyaviso,2025-05-09 13:25:53.299823,83040.22222222222
baja de precio  depto en planta baja,2200000.0,50.0,,2.0,19.4410234524,-99.1670219925,easyaviso,2025-05-09 13:25:53.299823,44000.0
departamento en venta en  villalongin cuauhtemoc,4700000.0,95.51,,2.0,19.434459,-99.1688251,easyaviso,2025-05-09 13:25:53.299823,49209.506857920635
preventa departamentos en desarrollo rio papaloapan cuauhtemoc,6431100.0,75.0,2.0,2.0,19.4295028,-99.1654324,easyaviso,2025-05-09 13:25:53.299823,85748.0
venta departamento en la colonia cuauhtemoc,3000000.0,58.0,,2.0,19.4278551,-99.1711886,easyaviso,2025-05-09 13:25:53.299823,51724.137931034486
serapio rendon 21 depto en preventa 1  rec. con balcon  roof garden de 78m2,3350000.0,78.9,,,19.4395207985,-99.1589820431,easyaviso,2025-05-09 13:25:53.299823,42458.80861850443
pent house a unos pasos de reforma artigas arquitectos,6500000.0,134.0,2.0,,19.3868808,-99.1018708,easyaviso,2025-05-09 13:25:53.299823,48507.46268656717
departamento venta san rafael cuauhtemoc ciudad de mexicocdmx,3333000.0,69.0,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,48304.34782608696
venta vangaurdista depto roma norte vistas verdes  amenidades,9200000.0,120.91,2.0,2.0,19.4220896,-99.1618208,easyaviso,2025-05-09 13:25:53.299823,76089.65346125218
departamento a estrenar colonia cuauhtemoc,5750000.0,68.7,2.0,2.0,19.4331732,-99.1703767,easyaviso,2025-05-09 13:25:53.299823,83697.23435225619
exclusivo departamento de lujo en el ritz carlton,18516640.0,83.0,,,19.4246557,-99.1755946,easyaviso,2025-05-09 13:25:53.299823,223092.0481927711
ciudad de mexico  cuauhtemoc  vente  departamento  1 recamara,16135633.9904,74.0,,,19.420797,-99.1786078,easyaviso,2025-05-09 13:25:53.299823,218049.10797837836
ciudad de mexico  cuauhtemoc  preventa  departamentos nuevos  2 recamaras,8000000.0,92.0,2.0,2.0,19.4303006,-99.1697538,easyaviso,2025-05-09 13:25:53.299823,86956.52173913043
venta amplio depto exterior con balcon y estacionamiento fijo a 1 min del angel,6500000000.0,85.0,2.0,2.0,19.4294782,-99.1717085,easyaviso,2025-05-09 13:25:53.299823,76470588.23529412
departmento amueblado st regis 2006,19491200.0,127.0,2.0,,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,153474.0157480315
departamento remodelado de 1 recamara venta 5o. piso,2550000.0,44.0,,,19.4353854,-99.1694429,easyaviso,2025-05-09 13:25:53.299823,57954.545454545456
departamento en venta san rafael,4550000.0,65.0,2.0,2.0,19.4070604,-99.1247406,easyaviso,2025-05-09 13:25:53.299823,70000.0
departamento venta col. san rafael,4221900.0,65.4,,,19.4401419,-99.163257,easyaviso,2025-05-09 13:25:53.299823,64555.045871559625
ph venta col. san rafael,6879600.0,65.4,2.0,2.0,19.4401419,-99.163257,easyaviso,2025-05-09 13:25:53.299823,105192.6605504587
excelente ubicaciondepartamento en col cuauhtemocreforma,8500000.0,150.0,2.0,2.0,19.4282761,-99.1716227,easyaviso,2025-05-09 13:25:53.299823,56666.666666666664
alfonso herrera 33 int. 503 san rafael cuauhtemoc ciudad de mexico,3450000.0,59.0,,2.0,19.4397112,-99.1607919,easyaviso,2025-05-09 13:25:53.299823,58474.57627118644
hermoso desarrollo  en rio rhin entre reforma y parque sullivan,4899000.0,68.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,72044.11764705883
amplio e iluminado penthouse en venta,7800000.0,122.0,2.0,3.0,19.4271888,-99.1671703,easyaviso,2025-05-09 13:25:53.299823,63934.42622950819
en venta hermoso departamento amueblado en rio nilo cuauhtemoc cdmx,6400000.0,73.4,2.0,2.0,19.4276406,-99.1725675,easyaviso,2025-05-09 13:25:53.299823,87193.46049046321
departamento en venta rio nazas cuauhtemoc rdv633957,5150000.0,70.0,2.0,2.0,19.4327866,-99.1665594,easyaviso,2025-05-09 13:25:53.299823,73571.42857142857
departamento en venta en cuauhtemoc 2 recamaras,5000000.0,69.0,2.0,2.0,19.4237486,-99.1711095,easyaviso,2025-05-09 13:25:53.299823,72463.76811594203
amplio departamento amueblado en venta con vistas arboladas en la cuauhtemoc,6690000.0,191.0,2.0,3.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,35026.1780104712
estrena departamento a 1 min de reforma cdmx,5000000.0,79.0,2.0,2.0,19.430229,-99.1736626,easyaviso,2025-05-09 13:25:53.299823,63291.13924050633
departamento en venta cuauhtemoc,3450000.0,35.0,,,19.4355942,-99.1573145,easyaviso,2025-05-09 13:25:53.299823,98571.42857142857
estrena departamento con vistas arboladas a 1 min del angel,5700000.0,78.0,2.0,2.0,19.4361732,-99.1673767,easyaviso,2025-05-09 13:25:53.299823,73076.92307692308
estrena departamento exterior con 2 terrazas privadas a 1 min del angel,6200000.0,92.0,2.0,2.0,19.4331732,-99.1703767,easyaviso,2025-05-09 13:25:53.299823,67391.30434782608
departamento en venta  en colonia cuauhtemoc,5100000.0,91.79,,2.0,19.3423976,-99.1713069,easyaviso,2025-05-09 13:25:53.299823,55561.60801830264
penthouse en venta en san rafael,4700267.0,75.28,2.0,2.0,19.4392445,-99.1631588,easyaviso,2025-05-09 13:25:53.299823,62437.128055260364
moderno departamento en san rafael,7250000.0,122.0,2.0,2.0,19.4384350263,-99.1617563902,easyaviso,2025-05-09 13:25:53.299823,59426.229508196724
venta departamento col. cuauhtemoc.,5290000.0,88.0,2.0,2.0,19.4258936,-99.1758183,easyaviso,2025-05-09 13:25:53.299823,60113.63636363636
departamento en venta en san rafael,2489308.0,39.35,,,19.4382445,-99.1641588,easyaviso,2025-05-09 13:25:53.299823,63260.68614993647
departamento a estrenar 2 rec. interior.,5770000.0,70.0,2.0,2.0,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,82428.57142857143
departamento a estrenar 1 rec con estudio. interior.,5040000.0,70.0,2.0,,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,72000.0
departamento interior en venta con roof privado  a estrenar,6455000.0,70.0,2.0,2.0,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,92214.28571428571
estrena hogar en cuauhtemoc departamentos con diseno innovador,5450000.0,74.25,2.0,2.0,19.43139,-99.1656023,easyaviso,2025-05-09 13:25:53.299823,73400.6734006734
departamento nuevo en la colonia cuauhtemoc,10052533.0,121.1,2.0,2.0,19.4261769,-99.1738149,easyaviso,2025-05-09 13:25:53.299823,83010.18166804295
departamento nuevo en la colonia cuauhtemoc,10612567.0,122.6,3.0,3.0,19.4261769,-99.1738149,easyaviso,2025-05-09 13:25:53.299823,86562.53670473084
departamento nuevo en la colonia cuauhtemoc,6417477.0,75.19,2.0,2.0,19.4261769,-99.1738149,easyaviso,2025-05-09 13:25:53.299823,85350.13964622955
departamento nuevo en la colonia cuauhtemoc,8284064.0,94.0,2.0,2.0,19.4261769,-99.1738149,easyaviso,2025-05-09 13:25:53.299823,88128.34042553192
condo con roof garden comun en venta san rafael cdmx,4300000.0,65.0,,2.0,19.4399052619,-99.1626191185,easyaviso,2025-05-09 13:25:53.299823,66153.84615384616
departamento con roof garden comun en venta san rafael cdmx,3800000.0,59.0,,2.0,19.4400469026,-99.1626834997,easyaviso,2025-05-09 13:25:53.299823,64406.779661016946
departmentos en preventa en cuauhtemoc,6430000.0,74.0,2.0,2.0,19.4275028,-99.1674324,easyaviso,2025-05-09 13:25:53.299823,86891.8918918919
departamento en piso alto con vista a reforma,7945000.0,89.7,2.0,2.0,19.4344442,-99.1536723,easyaviso,2025-05-09 13:25:53.299823,88573.02118171683
venta moderno depto 2 rec 10 min polanco torre pemex,4200000.0,120.0,,2.0,19.4473435,-99.1726772,easyaviso,2025-05-09 13:25:53.299823,35000.0
venta departamento col. cuahutemoc,6690000.0,116.5,,2.0,19.4255513,-99.1751531,easyaviso,2025-05-09 13:25:53.299823,57424.892703862664
venta departamento col. cuahutemoc,8390000.0,139.0,2.0,3.0,19.4255513,-99.1751531,easyaviso,2025-05-09 13:25:53.299823,60359.712230215824
oportunidad unica departamento en venta en colonia san rafael,2939821.92,40.0,,,19.4402445,-99.1621588,easyaviso,2025-05-09 13:25:53.299823,73495.548
depa en venta zona san rafael,3100000.0,46.3,,,19.4387643,-99.1601613,easyaviso,2025-05-09 13:25:53.299823,66954.64362850973
departamento en venta colonia cuauhtemoc una excelente ubicacion en la cdmx,4700000.0,89.61,2.0,3.0,19.4287942,-99.1746111,easyaviso,2025-05-09 13:25:53.299823,52449.50340363799
venta departamento en col. anahuac cdmx,3300000.0,89.0,,2.0,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,37078.651685393255
departamento venta san rafael,8300000.0,118.2,2.0,3.0,19.4378137,-99.157614,easyaviso,2025-05-09 13:25:53.299823,70219.96615905245
departamentos en frontera polanco,4950000.0,79.0,2.0,2.0,19.4458203,-99.1915463,easyaviso,2025-05-09 13:25:53.299823,62658.22784810127
departamento en venta en cuauhtemoc,6942835.0,101.78,2.0,2.0,19.4286645,-99.1733662,easyaviso,2025-05-09 13:25:53.299823,68214.13833759088
departamento en preventa  en san rafael,4469000.0,62.0,2.0,2.0,19.4354665,-99.1649706,easyaviso,2025-05-09 13:25:53.299823,72080.64516129032
departamento en venta veronica anzurez,6100000.0,139.0,,2.0,19.4354769,-99.1788196,easyaviso,2025-05-09 13:25:53.299823,43884.89208633093
departamentos en preventa en colonia cuauhtemoc,6790000.0,84.64,,,19.4264659,-99.1734568,easyaviso,2025-05-09 13:25:53.299823,80222.11720226843
departamento en venta en san rafael,5250000.0,79.93,,2.0,19.4407643,-99.1581613,easyaviso,2025-05-09 13:25:53.299823,65682.47216314274
ritz carlton residences departamento en venta,64000000.0,241.58,3.0,2.0,19.423797,-99.1756078,easyaviso,2025-05-09 13:25:53.299823,264922.5929298783
departamento en venta ritz carlton reforma,30991008.0,110.0,2.0,2.0,19.423797,-99.1756078,easyaviso,2025-05-09 13:25:53.299823,281736.43636363634
departamento en venta rio nilo colonia cuauhtemoc ciudad de mexico,8453077.0,73.0,2.0,2.0,19.4283006,-99.1717538,easyaviso,2025-05-09 13:25:53.299823,115795.57534246576
departamento en venta en rio nilo colonia cuauhtemoc ciudad de mexico,9142965.0,121.0,2.0,2.0,19.4283006,-99.1717538,easyaviso,2025-05-09 13:25:53.299823,75561.69421487603
guadalquivir,6942835.0,101.78,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,68214.13833759088
departamento en venta en rio nilo cuauhtemoc cdmx,19258729.0,145.0,3.0,3.0,19.4283006,-99.1717538,easyaviso,2025-05-09 13:25:53.299823,132818.82068965517
departamentos en preventa en la san rafael con entrega en 2025,3811400.0,51.0,,,19.4375426,-99.1608172,easyaviso,2025-05-09 13:25:53.299823,74733.33333333333
departamento loft preventa dic 26 san rafael,3119981.0,41.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,76097.09756097561
departamento en venta gabino barreda san rafael,5569000.0,86.0,2.0,2.0,19.438993,-99.163599,easyaviso,2025-05-09 13:25:53.299823,64755.813953488374
departamento roof garden priv en san rafael,5708157.0,109.0,2.0,2.0,19.437326,-99.161789,easyaviso,2025-05-09 13:25:53.299823,52368.4128440367
departamento con roof garden priv  en la san rafael,5651919.0,103.0,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,54873.0
departamento en preventa abril 2025 jose rosas moreno san rafael cuauhtemoc,4036001.0,72.0,,,19.43713,-99.162088,easyaviso,2025-05-09 13:25:53.299823,56055.569444444445
ultimos departamentos en  san rafael,5487300.0,85.0,2.0,2.0,19.438993,-99.163599,easyaviso,2025-05-09 13:25:53.299823,64556.470588235294
park san rafael departamentos tipo loft en venta,2655667.0,36.0,,,19.438462,-99.160841,easyaviso,2025-05-09 13:25:53.299823,73768.52777777778
col san rafael desarrollo en entorno artistico y cultural cerca de insurgentes,3300000.0,48.0,,,19.406955,-99.122921,easyaviso,2025-05-09 13:25:53.299823,68750.0
reforma preventa de departamentos en maxica insurgentes,2400000.0,54.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,44444.444444444445
penthouse con roof garden privado  134m2  1 recamara  2.5 banos  1 estacion,6500000.0,83.0,2.0,,19.4316912,-99.1613396,easyaviso,2025-05-09 13:25:53.299823,78313.2530120482
venta de nuevo pent house con roof garden privado en col. cuauhtemoc,7800000.0,134.0,,,19.4316912,-99.1613396,easyaviso,2025-05-09 13:25:53.299823,58208.9552238806
paseo de la reforma  departamento  preventa  ciudad de mexico,18130000.0,98.0,2.0,2.0,19.4233995,-99.1696696,easyaviso,2025-05-09 13:25:53.299823,185000.0
paseo de la reforma  departamento  preventa,18130000.0,98.0,2.0,2.0,19.4253995,-99.1676696,easyaviso,2025-05-09 13:25:53.299823,185000.0
exclusivo departamento en st. regis,38000000.0,200.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,190000.0
bonito departamento en venta,3500000.0,67.0,2.0,2.0,19.4425884,-99.1781599,easyaviso,2025-05-09 13:25:53.299823,52238.80597014925
departamento en venta,4950000.0,,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,
parque altamirano colonia san rafael alcaldia cuauhtemoc.,2500000.0,39.35,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,63532.40152477763
departamento en venta en la colonia cuauhtemoc,9000000.0,74.0,2.0,2.0,19.430612,-99.162848,easyaviso,2025-05-09 13:25:53.299823,121621.62162162163
cuauhtemoc a 2 cuadras de insurgentes y reforma ph de 2 niveles con 2 estac.,7200000.0,165.0,2.0,2.0,19.429858,-99.167736,easyaviso,2025-05-09 13:25:53.299823,43636.36363636364
be grand polanco departamento en venta,6000000.0,93.0,2.0,2.0,19.4397667,-99.1823246,easyaviso,2025-05-09 13:25:53.299823,64516.12903225807
preventa exclusiva solana anahuac,4825000.0,108.0,2.0,2.0,19.4482061,-99.1756402,easyaviso,2025-05-09 13:25:53.299823,44675.92592592593
rio panuco,5990000.0,97.75,2.0,2.0,19.4298854,-99.1691796,easyaviso,2025-05-09 13:25:53.299823,61278.77237851662
reforma. st regis. departamento en venta.,18516640.0,120.0,,,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,154305.33333333334
rio guadalquivir 4 departamentos en venta,5052570.0,72.99,2.0,2.0,19.432177,-99.171747,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
all vista reforma departamentos con diversas areas comunes,3790500.0,69.0,2.0,2.0,19.437326,-99.161789,easyaviso,2025-05-09 13:25:53.299823,54934.782608695656
col. cuauhtemoc departamento en venta cerca del angel de la independencia,6847892.0,89.0,2.0,2.0,19.425488,-99.173244,easyaviso,2025-05-09 13:25:53.299823,76942.60674157304
all vista reforma departamento en desarrollo col san rafael,7319900.0,128.0,3.0,3.0,19.42878,-99.174454,easyaviso,2025-05-09 13:25:53.299823,57186.71875
col. san rafael departamento en desarrollo all vista reforma,4384900.0,79.0,2.0,3.0,19.42878,-99.174454,easyaviso,2025-05-09 13:25:53.299823,55505.06329113924
exclusivo departamento en venta en cuauhtemoc,7990000.0,142.0,,,19.4307209,-99.170468,easyaviso,2025-05-09 13:25:53.299823,56267.605633802814
