oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
preventa departamento anzures 33.01 m2  depto 502512,2309486.0,33.01,,,19.4375167,-99.1696078,easyaviso,2025-05-09 13:25:53.299823,69963.22326567706
preventa departamento anzures 33.01 m2  depto 202,2264486.0,33.01,,,19.4365167,-99.1706078,easyaviso,2025-05-09 13:25:53.299823,68600.0
preventa departamento anzures 33.08 m2  depto 807,2359288.0,33.08,,,19.4335167,-99.1736078,easyaviso,2025-05-09 13:25:53.299823,71320.67714631198
preventa departamento anzures 33.01 m2  depto 402412,2294486.0,33.01,,,19.4385167,-99.1686078,easyaviso,2025-05-09 13:25:53.299823,69508.81551045139
preventa departamento anzures 33.01 m2  depto 102,2249486.0,33.01,,,19.4365167,-99.1706078,easyaviso,2025-05-09 13:25:53.299823,68145.59224477432
ph de 1 recamara en cuauhtemoc,6500000.0,134.0,,,19.4316439,-99.1608004,easyaviso,2025-05-09 13:25:53.299823,48507.46268656717
espectacular departamento en rio panuco 65 col. cuauhtemoc,7000000.0,81.95,2.0,2.0,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,85417.93776693105
departamento super ubicado frente a la torre de pemex,3600000.0,74.0,2.0,2.0,19.4400986,-99.1768242,easyaviso,2025-05-09 13:25:53.299823,48648.64864864865
pent house de 1 recamara con roof garden privado.,6500000.0,83.0,,,19.4316818,-99.1613059,easyaviso,2025-05-09 13:25:53.299823,78313.2530120482
preventa departamentos  rio tiber 36 mzo 2026 4944383  a 6672956,4944383.0,80.0,,,19.4320686,-99.1702132,easyaviso,2025-05-09 13:25:53.299823,61804.7875
departamento tipo estudio en venta en colonia san rafael,2273000.0,25.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,90920.0
departamento tipo loft en venta en colonia san rafael,3830000.0,40.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,95750.0
departamento en venta en colonia san rafael,4850300.0,50.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,97006.0
departamento venta chapultepec,4273562.0,,,,19.4204296,-99.1761496,easyaviso,2025-05-09 13:25:53.299823,
departamento venta chapultepec,3631049.0,,,,19.4204296,-99.1761496,easyaviso,2025-05-09 13:25:53.299823,
departamento en venta  con roof privado,4900000.0,85.0,,2.0,19.435498,-99.1666623,easyaviso,2025-05-09 13:25:53.299823,57647.05882352941
departamentos en preventa en san rafael ciudad de mexico,2696600.0,37.0,,,19.4374601,-99.1618309,easyaviso,2025-05-09 13:25:53.299823,72881.08108108108
departamento en rio rhin 0,5500000.0,60.0,2.0,,19.431351,-99.1651613,easyaviso,2025-05-09 13:25:53.299823,91666.66666666667
departamento en venta en la col. veronica anzures,6200000.0,158.0,2.0,3.0,19.4345258,-99.1722612,easyaviso,2025-05-09 13:25:53.299823,39240.50632911392
departamento en venta a estrenar col. anahuac 1535,4350500.0,81.0,2.0,2.0,19.444567,-99.1919326,easyaviso,2025-05-09 13:25:53.299823,53709.87654320987
departamento de oportunidad en venta san cosme kf268,3333000.0,69.0,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,48304.34782608696
jose rosas moreno ii san rafael cuauhtemoc cdmx,2497500.0,36.0,,,19.4344624,-99.1648411,easyaviso,2025-05-09 13:25:53.299823,69375.0
increible suits en ritz  carlton reforma,19000000.0,58.0,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,327586.2068965517
departamento en venta,3950000.0,84.0,,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,47023.80952380953
unico departamento polanco,4100000.0,60.0,,,19.4343891331,-99.1708568048,easyaviso,2025-05-09 13:25:53.299823,68333.33333333333
oportunidad unica de inversion suite en venta con balcon y vista panoramica,2422000.0,30.0,,,19.4382863,-99.1727708,easyaviso,2025-05-09 13:25:53.299823,80733.33333333333
departamento en venta en lago mayor,2600000.0,51.0,,2.0,19.4504327,-99.1852835,easyaviso,2025-05-09 13:25:53.299823,50980.39215686275
oportunidad unica de adquirir un amplio departamento,4500000.0,144.0,2.0,3.0,19.4326506,-99.1714121,easyaviso,2025-05-09 13:25:53.299823,31250.0
cjf y rio lerma vive en la colonia cuauhtemoc,5750000.0,75.0,2.0,2.0,19.4316912,-99.1613396,easyaviso,2025-05-09 13:25:53.299823,76666.66666666667
venta de departamento en preventa cuauhtemoc san rafael jose rosas moreno 85,2831430.0,37.0,,,19.4374624,-99.1618411,easyaviso,2025-05-09 13:25:53.299823,76525.13513513513
venta  departamento a estrenar en colonia cuauhtemoc,5651501.0,70.0,2.0,2.0,19.4316411,-99.1654733,easyaviso,2025-05-09 13:25:53.299823,80735.72857142857
venta departamento  en colonia cuauhtemoc,5850000.0,70.1,2.0,2.0,19.4334119,-99.1702157,easyaviso,2025-05-09 13:25:53.299823,83452.21112696148
gabino barreda  san rafael,5865146.0,84.0,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,69823.16666666667
jose rosas moreno san rafael,4095238.0,37.0,,,19.4371305,-99.1620879,easyaviso,2025-05-09 13:25:53.299823,110682.1081081081
jose rosas moreno san rafael,2729580.0,37.0,,,19.4371305,-99.1620879,easyaviso,2025-05-09 13:25:53.299823,73772.43243243243
jose rosas moreno san rafael,2831430.0,36.0,,,19.4371305,-99.1620879,easyaviso,2025-05-09 13:25:53.299823,78650.83333333333
gabino barreda san rafael,5991034.0,86.0,2.0,2.0,19.4389929,-99.1635993,easyaviso,2025-05-09 13:25:53.299823,69663.18604651163
rio guadalquivir  cuauhtemoc,5052570.0,72.99,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,69222.77024249898
rio guadalquvir cuauhtemoc cuauhtemoc,9991800.0,100.74,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,99184.03811792734
estrena zona gran plusvalia centrica,5460000.0,85.52,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,63844.71468662302
departamento en st. regis,35084160.0,183.0,2.0,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,191716.7213114754
departamento en venta en cuauthemoc,6300000.0,70.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,90000.0
hermoso depto en planta baja dentro de casa patrimonial,8032500.0,100.0,2.0,2.0,19.4404377,-99.1601755,easyaviso,2025-05-09 13:25:53.299823,80325.0
departamento en venta en colonia san rafael,4460000.0,54.0,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,82592.5925925926
departamento en venta en colonia san rafael,4650000.0,57.0,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,81578.94736842105
departamento en venta en colonia san rafael,3660000.0,43.0,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,85116.27906976744
venta departamento col. san rafael cuauhtemoc,2590000.0,79.0,,3.0,19.437856,-99.1664465,easyaviso,2025-05-09 13:25:53.299823,32784.81012658228
se vende departamento totalmente remodelado en  gutemberg anzures.,6200000.0,200.0,2.0,3.0,19.436516,-99.1739857,easyaviso,2025-05-09 13:25:53.299823,31000.0
departamentos en venta en la col cuauhtemoc ciudad de mexico cdmx,6500000.0,77.0,2.0,2.0,19.4282629,-99.1723598,easyaviso,2025-05-09 13:25:53.299823,84415.58441558441
departamento en la col cuauhtemoc super ubicado ciudad de mexico cdmx,5990000.0,72.0,2.0,2.0,19.43039,-99.1666023,easyaviso,2025-05-09 13:25:53.299823,83194.44444444444
departamento con terraza en venta cuauhtemoc,7100000.0,107.0,2.0,,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,66355.14018691589
departamento en venta col tlaxpana,2200000.0,57.0,,2.0,19.4392144,-99.1723045,easyaviso,2025-05-09 13:25:53.299823,38596.491228070176
departamento en venta en la cuauhtemoc sobre  rio hudson,5900000.0,99.5,2.0,2.0,19.4264859,-99.1748858,easyaviso,2025-05-09 13:25:53.299823,59296.4824120603
departamento en preventa en colonia san rafael,2273000.0,28.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,81178.57142857143
departamento en preventa en colonia san rafael,3830000.0,45.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,85111.11111111111
departamento en preventa en colonia san rafael,4850300.0,57.0,,,19.4356295,-99.1578531,easyaviso,2025-05-09 13:25:53.299823,85092.98245614035
preventa loft  insurgentes centro,2260000.0,28.0,,,19.4363238,-99.1571023,easyaviso,2025-05-09 13:25:53.299823,80714.28571428571
col san rafael departamento en venta,3600000.0,92.0,,2.0,19.4410208,-99.1621499,easyaviso,2025-05-09 13:25:53.299823,39130.434782608696
hermoso y nuevo depto en casa de epoca colonial,8268000.0,105.0,2.0,2.0,19.4404377,-99.1601755,easyaviso,2025-05-09 13:25:53.299823,78742.85714285714
venta departamento,5500000.0,60.0,2.0,,19.431351,-99.1651613,easyaviso,2025-05-09 13:25:53.299823,91666.66666666667
cuauhtemoc depto. frente al parque olof palme para inversionista,6700000.0,119.0,2.0,2.0,19.4337147,-99.1705028,easyaviso,2025-05-09 13:25:53.299823,56302.52100840336
departamento en venta en cuahutemoccol.juarez,9100000.0,130.0,,,19.4248301,-99.1675999,easyaviso,2025-05-09 13:25:53.299823,70000.0
cuauhtemoc rio rhin atencion inversionistas,5975000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
departamento remodelado en rio lerma col. cuauhtemoc,5190000.0,115.0,2.0,2.0,19.430629,-99.1637617,easyaviso,2025-05-09 13:25:53.299823,45130.434782608696
venta departamento san rafael alcaldia cuauhtemoc,4850000.0,94.0,,2.0,19.4339187,-99.1616807,easyaviso,2025-05-09 13:25:53.299823,51595.744680851065
departamento recientemente remodelado,3700000.0,72.0,2.0,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,51388.88888888889
departamento en venta en rio rin cuauhtemoc cdmx.,5685000.0,71.54,2.0,2.0,19.4333378,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,79466.03298853787
departamento en preventa con roof garden privado en col. san rafael,4110052.0,37.0,,,19.4341181222,-99.1624903398,easyaviso,2025-05-09 13:25:53.299823,111082.48648648648
departamento en preventa con roof garden privado en col. san rafael,3997952.0,35.0,,,19.4341181222,-99.1624903398,easyaviso,2025-05-09 13:25:53.299823,114227.2
departamento en preventa con roof garden privado en col. san rafael,2790317.0,35.0,,,19.4341181222,-99.1624903398,easyaviso,2025-05-09 13:25:53.299823,79723.34285714285
departamento a la venta en colonia cuauhtemoc,6847892.0,90.0,2.0,2.0,19.4303847006,-99.1710948944,easyaviso,2025-05-09 13:25:53.299823,76087.6888888889
departamento en venta rio rin cuauhtemoc cdmx.,6485000.0,71.54,2.0,2.0,19.4333378,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,90648.58820240424
departamento en venta en colonia cuauhtemoc,6850000.0,89.0,2.0,2.0,19.4303847006,-99.1710948944,easyaviso,2025-05-09 13:25:53.299823,76966.29213483146
en venta departamento con terraza en col. tlaxpana alc. miguel hidalgo,2750000.0,64.0,,2.0,19.440553,-99.1682193,easyaviso,2025-05-09 13:25:53.299823,42968.75
penthouse con terraza privada en la mejor ubicacion,6600000.0,105.0,2.0,,19.4070487,-99.1252199,easyaviso,2025-05-09 13:25:53.299823,62857.142857142855
departamentos en preventa en san rafel entrega en enero 2026,3500000.0,48.48,,,19.4394812,-99.1621122,easyaviso,2025-05-09 13:25:53.299823,72194.7194719472
departamentos en preventa en cuauhtemoc entrega enero 2026,6183619.0,72.25,,2.0,19.4316645,-99.1703662,easyaviso,2025-05-09 13:25:53.299823,85586.42214532872
departamentos en preventa en cuauhtemoc entrega en octubre 2025,6887500.0,83.9,2.0,2.0,19.4344119,-99.1692157,easyaviso,2025-05-09 13:25:53.299823,82091.77592371871
tu depa ideal grande ubicado y una super terraza.,7100000.0,127.5,2.0,,19.4317414,-99.1650569,easyaviso,2025-05-09 13:25:53.299823,55686.27450980392
departamentos en preventa en san rafael entrega en agosto 2025,5450000.0,104.0,,2.0,19.4407643,-99.1581613,easyaviso,2025-05-09 13:25:53.299823,52403.846153846156
venta residencia ritz carlton,68219200.0,240.0,2.0,2.0,19.4246557,-99.1755946,easyaviso,2025-05-09 13:25:53.299823,284246.6666666667
confortable y hermoso departamento en be grand alto polanco,11000000.0,114.0,2.0,3.0,19.4435886,-99.1829966,easyaviso,2025-05-09 13:25:53.299823,96491.22807017544
departamento en venta colonia cuauhtemoc,5975000.0,70.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,85357.14285714286
departamento en venta colonia cuauhtemoc,6475000.0,70.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,92500.0
departamento en venta colonia cuauhtemoc,6975000.0,70.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,99642.85714285714
vendo hermoso y moderno departamento,3800000.0,68.9,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,55152.39477503628
hermoso departamento en venta en cuauhtemoc,7550000.0,80.05,2.0,2.0,20.0768522,-100.8256716,easyaviso,2025-05-09 13:25:53.299823,94316.05246720799
lindo departamento en venta tlaxpana,2750000.0,65.0,,2.0,19.440553,-99.1682193,easyaviso,2025-05-09 13:25:53.299823,42307.692307692305
departamento en cuauhtemoc circuito melchor ocampo,4600000.0,98.0,2.0,2.0,19.4258824,-99.1758892,easyaviso,2025-05-09 13:25:53.299823,46938.77551020408
departamento venta penthouse col anahuac miguel hidalgo,10870000.0,123.0,2.0,3.0,19.4384977,-99.178369,easyaviso,2025-05-09 13:25:53.299823,88373.9837398374
venta departamento nuevo cuauhtemoc,4899000.0,67.64,2.0,2.0,19.4333378,-99.1663083,easyaviso,2025-05-09 13:25:53.299823,72427.55765819042
departamento venta san rafael 109 m2   depto 205,6050646.0,109.0,2.0,2.0,19.4343442,-99.1672038,easyaviso,2025-05-09 13:25:53.299823,55510.51376146789
departamento venta san rafael 103 m2   depto 204,5991034.0,103.0,2.0,2.0,19.4343442,-99.1672038,easyaviso,2025-05-09 13:25:53.299823,58165.3786407767
departamento venta san rafael 108 m2   depto 105,5991034.0,108.0,2.0,2.0,19.4383442,-99.1632038,easyaviso,2025-05-09 13:25:53.299823,55472.53703703704
departamento venta san rafael 113 m2   depto 104,6050646.0,113.0,2.0,2.0,19.4403442,-99.1612038,easyaviso,2025-05-09 13:25:53.299823,53545.53982300885
departamento venta san rafael 110 m2   depto 103,5865146.0,110.0,2.0,2.0,19.4393442,-99.1622038,easyaviso,2025-05-09 13:25:53.299823,53319.509090909094
departamento venta san rafael 97 m2  pb,6080452.0,97.0,2.0,2.0,19.4363442,-99.1652038,easyaviso,2025-05-09 13:25:53.299823,62685.072164948455
departamento en venta anahuac  2 recamaras,3250000.0,90.53,,2.0,19.44468745,-99.17566647,easyaviso,2025-05-09 13:25:53.299823,35899.70175632387
exclusivo departamento 183 m2 obra gris paseo de la reforma cdmx,31185920.0,183.0,,2.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,170414.86338797814
espectacular departamento 271 m2 paseo de la reforma cdmx,72117440.0,271.0,3.0,3.0,19.4256427,-99.172342,easyaviso,2025-05-09 13:25:53.299823,266116.0147601476
preventa de departamento tipo loft y de 1 recamara en col. san rafael alcaldia,2347250.0,27.54,,,19.4386295,-99.1548531,easyaviso,2025-05-09 13:25:53.299823,85230.57371096587
departamento en la san rafael,4465700.0,69.0,,2.0,19.4348791,-99.1615867,easyaviso,2025-05-09 13:25:53.299823,64720.289855072464
lofts en preventa a 2 calles de metro san cosme cuauhtemoc,2489308.0,39.35,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,63260.68614993647
departamentos  en preventa a 2 calles de metro san cosme cuauhtemoc,3648604.0,53.8,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,67817.91821561339
departamentos en preventa col anzures miguel hidalgo ciudad de mexico cdmx,2137472.0,33.0,,,19.4350649,-99.1730763,easyaviso,2025-05-09 13:25:53.299823,64771.878787878784
departamentos en venta miguel hidalgo anahuac ciudad de mexico cdmx,3877259.0,62.0,2.0,2.0,19.4458418,-99.17661,easyaviso,2025-05-09 13:25:53.299823,62536.43548387097
departamentos en venta col anahuac miguel hidalgo ciudad de mexico cdmx,4217653.0,62.0,2.0,2.0,19.4448418,-99.17761,easyaviso,2025-05-09 13:25:53.299823,68026.66129032258
rio danubio con terraza,6800000.0,115.0,,2.0,19.430371,-99.1676058,easyaviso,2025-05-09 13:25:53.299823,59130.434782608696
venta de departamento en cuauhtemoc circuito melchor ocampo 4600.000.00 pg vi,4600000.0,98.0,2.0,2.0,19.4257907,-99.1761325,easyaviso,2025-05-09 13:25:53.299823,46938.77551020408
venta de departamento nuevo 5460.286.00 col. cuahutemoc pg,5460286.0,79.0,2.0,2.0,19.4322587,-99.1718333,easyaviso,2025-05-09 13:25:53.299823,69117.54430379746
venta departamento nuevo  5.052.570.000 col cuahutemoc pg,5052570.0,72.0,2.0,2.0,19.4322587,-99.1718333,easyaviso,2025-05-09 13:25:53.299823,70174.58333333333
departamento en preventa jun 2026 planta baja roof privado,6475000.0,148.0,3.0,3.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,43750.0
precioso  departamento amueblado rio tiber col. cuauhtemoc,9750000.0,140.0,2.0,2.0,19.4306406,-99.1695675,easyaviso,2025-05-09 13:25:53.299823,69642.85714285714
departamento en venta,5500000.0,74.0,2.0,2.0,19.4402401,-99.1765871,easyaviso,2025-05-09 13:25:53.299823,74324.32432432432
vendo departamentos en nuevo polanco desde 5.98m,6038900.0,81.0,2.0,2.0,19.4443653063,-99.2004360428,easyaviso,2025-05-09 13:25:53.299823,74554.32098765433
departamento en venta en cuauhtemoc entrega septiembre 2025.,7450000.0,92.1,2.0,2.0,19.4232629,-99.1773598,easyaviso,2025-05-09 13:25:53.299823,80890.33659066232
departamento en cuauhtemoc de entrega inmediata,5990000.0,97.75,2.0,2.0,19.42839,-99.1686023,easyaviso,2025-05-09 13:25:53.299823,61278.77237851662
departamento de 3 recamaras amueblado en venta en portika polanco,8500000.0,116.0,2.0,3.0,19.4425805,-99.1835662,easyaviso,2025-05-09 13:25:53.299823,73275.86206896552
departamento en venta tlaxpana miguel hidalgo,2000000.0,50.0,,2.0,19.4414259,-99.1690134,easyaviso,2025-05-09 13:25:53.299823,40000.0
departamentos preventa san rafael,2280000.0,24.66,,,19.4363238,-99.1571023,easyaviso,2025-05-09 13:25:53.299823,92457.42092457421
departamento en venta en anahuac miguel hidalgo cdmx.,2480000.0,93.0,,3.0,19.4420298,-99.1746013,easyaviso,2025-05-09 13:25:53.299823,26666.666666666668
estrena departamento en colonia cuauhtemoc  con roofgarden,7475000.0,70.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,106785.71428571429
penthouse venta cuauhtemoc  ubicadisimo y con roof privado  super location,8960000.0,180.0,2.0,2.0,19.4282761,-99.1716227,easyaviso,2025-05-09 13:25:53.299823,49777.77777777778
departamento bien iluminado en la san rafael,6400000.0,115.0,2.0,3.0,19.4397753385,-99.1652284381,easyaviso,2025-05-09 13:25:53.299823,55652.17391304348
venta. departamento una calle de paseo de la reforma.,4200000.0,70.0,,4.0,19.4300545,-99.1646821,easyaviso,2025-05-09 13:25:53.299823,60000.0
departamento en distrito 149 san rafael,4858000.0,74.39,2.0,2.0,19.4354691,-99.165073,easyaviso,2025-05-09 13:25:53.299823,65304.47640811937
venta  de ph  en col. cuauhtemoc solo para inversionistas,7900000.0,158.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-09 13:25:53.299823,50000.0
departamento en venta colonia cuauhtemoc,7475000.0,70.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,106785.71428571429
venta departamento col. cuauhtemoc,5950000.0,81.7,2.0,2.0,19.4292751,-99.1705033,easyaviso,2025-05-09 13:25:53.299823,72827.41738066095
depto de lujo ritz reforma,18516640.0,83.0,,,19.4273694,-99.1684647,easyaviso,2025-05-09 13:25:53.299823,223092.0481927711
departamento en venta en colonia cuauhtemoc,6500000.0,78.0,,,19.4327147,-99.1715028,easyaviso,2025-05-09 13:25:53.299823,83333.33333333333
fabuloso garden house,6700000.0,90.0,,,19.4297377,-99.1728394,easyaviso,2025-05-09 13:25:53.299823,74444.44444444444
venta de departamento en cuauhtemoc rio grijalva 48.,5750000.0,68.7,2.0,2.0,19.4331434,-99.1703631,easyaviso,2025-05-09 13:25:53.299823,83697.23435225619
venta de penthouse en cuauhtemoc rio grijalva 48.,8350000.0,74.8,2.0,2.0,19.4331434,-99.1703631,easyaviso,2025-05-09 13:25:53.299823,111631.01604278076
venta de gardenhouse en cuauhtemoc rio grijalva 48.,6250000.0,68.7,2.0,2.0,19.4331434,-99.1703631,easyaviso,2025-05-09 13:25:53.299823,90975.25473071325
venta de departamento en preventa cuauhtemoc san rafael jose rosas moreno 85,4114740.0,37.0,,,19.4374624,-99.1618411,easyaviso,2025-05-09 13:25:53.299823,111209.18918918919
departamento con roof garden comun en venta cuauhtemoc cdmx,7178200.0,90.0,2.0,2.0,19.4063734111,-99.1787552854,easyaviso,2025-05-09 13:25:53.299823,79757.77777777778
departamento con terraza privada en venta cuauhtemoc cdmx,6404520.0,90.0,2.0,2.0,19.4063734111,-99.1787552854,easyaviso,2025-05-09 13:25:53.299823,71161.33333333333
rio nilo. departamento con 2 terrazas. 1693,5400000.0,,2.0,2.0,19.4286428,-99.1718132,easyaviso,2025-05-09 13:25:53.299823,
vive en el corazon de la ciudad departamento en venta en cuauhtemoc,3450000.0,97.0,,2.0,19.4286734,-99.1731812,easyaviso,2025-05-09 13:25:53.299823,35567.010309278354
penthouse en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,5862480.0,90.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,65138.666666666664
penthouse en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,5330000.0,86.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,61976.74418604651
penthouse en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,5756400.0,86.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,66934.88372093023
departamento en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,5991034.0,90.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,66567.04444444444
departamento en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,7540000.0,125.0,2.0,3.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,60320.0
departamento con amplia terraza en venta en col. cuauhtemoc,7400000.0,100.0,2.0,2.0,19.428034,-99.1665384,easyaviso,2025-05-09 13:25:53.299823,74000.0
departamento venta col. cuauhtemoc. zona av. paseo de la reforma.,6400000.0,96.0,2.0,2.0,19.4311322,-99.1681413,easyaviso,2025-05-09 13:25:53.299823,66666.66666666667
venta depto ph tipo loft en rio lerma a unos pasos de paseo de la reforma,6700000.0,74.0,,,19.4302919,-99.1648485,easyaviso,2025-05-09 13:25:53.299823,90540.54054054055
departamento en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,5865146.0,86.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,68199.37209302325
pentgarden en venta en gabino barreda 93 san rafael cuauhtemoc 06470 cdmx,6080452.0,85.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,71534.72941176471
departamento en venta en san rafael,3600000.0,78.0,2.0,3.0,19.4365173,-99.1649418,easyaviso,2025-05-09 13:25:53.299823,46153.846153846156
oportunidad unica en rio nilo 55 col. cuauhtemoc,6350000.0,140.0,2.0,2.0,19.4277893,-99.171524,easyaviso,2025-05-09 13:25:53.299823,45357.142857142855
departamento en venta en col. san rafael,3166000.0,40.0,,,19.4381826,-99.1626277,easyaviso,2025-05-09 13:25:53.299823,79150.0
departamento con balcon en venta en san rafael,4650000.0,62.0,2.0,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,75000.0
departamento en venta  en cuahutemoc  col juarez,9180000.0,130.0,,,19.4308301,-99.1615999,easyaviso,2025-05-09 13:25:53.299823,70615.38461538461
paseo de la reforma  27terrazas  amueblado piso alto vista,6500000.0,100.0,,,19.4347606,-99.1522745,easyaviso,2025-05-09 13:25:53.299823,65000.0
departamento en venta jose rosas moreno san rafael cuahutemoc.,2861000.0,37.0,,,19.4374467644,-99.1618895531,easyaviso,2025-05-09 13:25:53.299823,77324.32432432432
departamento en venta jose rosas moreno san rafael cuahutemoc.,4175000.0,73.0,,,19.4374467644,-99.1618895531,easyaviso,2025-05-09 13:25:53.299823,57191.78082191781
rio rhin departamento ph con terraza,8400000.0,150.0,2.0,2.0,19.4313054169,-99.1648294257,easyaviso,2025-05-09 13:25:53.299823,56000.0
exclusivo garden house con amplia terraza. oportunidad exclusiva..,7077500.0,70.0,2.0,2.0,19.4339137,-99.170432,easyaviso,2025-05-09 13:25:53.299823,101107.14285714286
departamento en venta en rio guadalquivir cuauhtemoc,5050000.0,76.0,2.0,2.0,19.4321765,-99.1717473,easyaviso,2025-05-09 13:25:53.299823,66447.36842105263
departamento en venta be grand alto polanco 1 recamara,6400000.0,65.36,,,19.4402323,-99.1820243,easyaviso,2025-05-09 13:25:53.299823,97919.21664626682
departamento en venta colonia cuauhtemoc,5800000.0,74.0,,,19.3880779,-99.1012847,easyaviso,2025-05-09 13:25:53.299823,78378.37837837837
excelente departamento en venta en rio rhin en cuauhtemoc,6495000.0,71.0,2.0,2.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,91478.87323943662
extraordinario departamento con balcon.,8250000.0,77.45,2.0,2.0,19.4340024,-99.1698862,easyaviso,2025-05-09 13:25:53.299823,106520.3357004519
hermoso departamento con balcon.,6888000.0,77.5,2.0,2.0,19.4339137,-99.170432,easyaviso,2025-05-09 13:25:53.299823,88877.41935483871
hermoso departamento interior con balcon.,5940000.0,70.0,2.0,2.0,19.4340024,-99.1698862,easyaviso,2025-05-09 13:25:53.299823,84857.14285714286
hermoso departamento con acabados de lujo.,7100000.0,77.5,2.0,2.0,19.4340024,-99.1698862,easyaviso,2025-05-09 13:25:53.299823,91612.90322580645
se vende departamento en cuauhtemoc 2600000,2600000.0,35.0,,,19.4366673,-99.1617839,easyaviso,2025-05-09 13:25:53.299823,74285.71428571429
extraordinario departamento en 1er. piso con balcon y roof privado.,7450000.0,92.1,,,19.4284411,-99.1690587,easyaviso,2025-05-09 13:25:53.299823,80890.33659066232
estupendo departamento exterior con balcon y roof privado.,7550000.0,92.1,2.0,2.0,19.4284411,-99.1690587,easyaviso,2025-05-09 13:25:53.299823,81976.11292073833
fabuloso departamento interior en 3er piso. con balcon.,6500000.0,82.9,2.0,2.0,19.4282629,-99.1723598,easyaviso,2025-05-09 13:25:53.299823,78407.7201447527
hermoso departamento con acabados de lujo.,5750000.0,74.8,2.0,2.0,19.4264659,-99.1734568,easyaviso,2025-05-09 13:25:53.299823,76871.6577540107
be grand reforma cuauhtemoc. depto con balcon. para inversion. bajo de precio,8700000.0,96.2,2.0,2.0,19.434631,-99.1535239,easyaviso,2025-05-09 13:25:53.299823,90436.59043659043
