oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
departamento amueblado con aire acondicionado,45000.0,74.0,2.0,2.0,19.4328484,-99.1661571,easyaviso,2025-05-07 12:28:03.532203,608.1081081081081
departamento en renta cuauhtemoc,20000.0,33.0,,,19.4355942,-99.1573145,easyaviso,2025-05-07 12:28:03.532203,606.060606060606
renta de  departamento en rio hudson cuauhtemoc,28000.0,50.0,,2.0,19.4270948,-99.1751115,easyaviso,2025-05-07 12:28:03.532203,560.0
departamento tipo loft en rentaventa en torre magenta juarez cuauhtemoc,30000.0,80.0,,,19.4503029,-99.1334578,easyaviso,2025-05-07 12:28:03.532203,375.0
departamento en cuauhtemoc,29000.0,68.0,,,19.4286455,-99.1699945,easyaviso,2025-05-07 12:28:03.532203,426.47058823529414
renta de bonito departamento a dos cuadras del angel,27000.0,70.0,,2.0,19.4299345,-99.1687166,easyaviso,2025-05-07 12:28:03.532203,385.7142857142857
renta departamento cuauhtemoc,31000.0,44.0,,,19.4328484,-99.1661571,easyaviso,2025-05-07 12:28:03.532203,704.5454545454545
departamento en renta en cdmx con gran vista a la ciudad,30000.0,80.0,2.0,2.0,19.4319434,-99.1678492,easyaviso,2025-05-07 12:28:03.532203,375.0
excelente departamento duplex amueblado en rio tigris cdmx,60000.0,240.0,4.0,6.0,19.4319434,-99.1678492,easyaviso,2025-05-07 12:28:03.532203,250.0
vive en la cdmx cerca de av. reforma en este departamento en renta.,43000.0,170.0,4.0,4.0,19.4319434,-99.1678492,easyaviso,2025-05-07 12:28:03.532203,252.94117647058823
excelente departamento amueblado en cdmx cerca de av. reforma,42000000.0,170.0,3.0,5.0,19.4319434,-99.1678492,easyaviso,2025-05-07 12:28:03.532203,247058.82352941178
renta amplio departamento. col. cuauhtemoc.,40000.0,120.0,2.0,,19.4270375,-99.1738769,easyaviso,2025-05-07 12:28:03.532203,333.3333333333333
renta de departamento en  cuauhtemoc,60000.0,300.0,4.0,6.0,19.4298328,-99.1669954,easyaviso,2025-05-07 12:28:03.532203,200.0
renta de departamento en  cuauhtemoc,42000.0,170.0,4.0,4.0,19.4298328,-99.1669954,easyaviso,2025-05-07 12:28:03.532203,247.05882352941177
espectacular departamento amueblado,23000.0,83.0,,2.0,19.4283528,-99.1696612,easyaviso,2025-05-07 12:28:03.532203,277.10843373493975
renta departamento veronica anzures,66000.0,280.0,3.0,3.0,19.4292753,-99.1766845,easyaviso,2025-05-07 12:28:03.532203,235.71428571428572
suite amueblada en venta y renta en the ritz carlton mexico city,78352.0,62.0,,,19.4240425,-99.1757592,easyaviso,2025-05-07 12:28:03.532203,1263.741935483871
departamento en renta en rio nazas muebles servicios y equipamiento incluido,48809.0,74.0,2.0,2.0,19.4328484,-99.1661571,easyaviso,2025-05-07 12:28:03.532203,659.581081081081
departamento en renta en cuauhtemoc muebles servicios y equipamiento incluido,54007.0,96.0,2.0,2.0,19.4333378,-99.1663083,easyaviso,2025-05-07 12:28:03.532203,562.5729166666666
iv departamento en renta cuauhtemoc melchor ocampo,27500.0,70.9,,,19.4301322,-99.1691413,easyaviso,2025-05-07 12:28:03.532203,387.87023977433
departamento en renta en rio nazas muebles servicios y equipamiento incluido,38782.0,45.0,,,19.4328484,-99.1661571,easyaviso,2025-05-07 12:28:03.532203,861.8222222222222
loft en zona rosa,17000.0,34.0,,,19.4256407,-99.1636657,easyaviso,2025-05-07 12:28:03.532203,500.0
departamento en renta en rio guadalquivir cuauhtemoc,50000.0,230.0,3.0,3.0,19.4292751,-99.1705033,easyaviso,2025-05-07 12:28:03.532203,217.3913043478261
departamento en renta en st regis con impresionante vista panoramica,85000.0,120.0,,,19.4256427,-99.172342,easyaviso,2025-05-07 12:28:03.532203,708.3333333333334
loft amueblado en renta be grand polanco,26000.0,50.0,,,19.4397667,-99.1823246,easyaviso,2025-05-07 12:28:03.532203,520.0
departamento en ventarenta en la colonia juarez,25500.0,109.0,2.0,2.0,19.4313497,-99.1556299,easyaviso,2025-05-07 12:28:03.532203,233.94495412844037
townhouse amueblado y equipado en la cuautemoc,70000.0,90.0,2.0,2.0,19.431494,-99.1624579,easyaviso,2025-05-07 12:28:03.532203,777.7777777777778
venta moderno departamentos en del valle a estrenar,6000000.0,60.03,,,19.374567,-99.1604641,easyaviso,2025-05-07 12:28:03.532203,99950.02498750624
st. regis depto en renta,90000.0,125.0,,2.0,19.4273694,-99.1684647,easyaviso,2025-05-07 12:28:03.532203,720.0
renta y estrena depto. t03  exterior donde en col. cuauhtemoc,24200.0,76.0,,2.0,19.4332371,-99.1646598,easyaviso,2025-05-07 12:28:03.532203,318.42105263157896
departamento 77m2 con balcon 2 recamaras en cuauhtemoc preventa,28000.0,77.2,2.0,2.0,19.4341434,-99.1693631,easyaviso,2025-05-07 12:28:03.532203,362.6943005181347
departamento de loft ritz carlton,88146.0,58.44,,,19.4240425,-99.1757592,easyaviso,2025-05-07 12:28:03.532203,1508.3162217659137
departamento amueblado renta venta en ritz carlton,293820.0,240.0,2.0,2.0,19.4240425,-99.1757592,easyaviso,2025-05-07 12:28:03.532203,1224.25
increible departamento a pasos de reforma,24520.0,50.0,,,19.4335565,-99.1508118,easyaviso,2025-05-07 12:28:03.532203,490.4
sensacional estudio con servicios incluidos,15920.0,34.0,,,19.4335565,-99.1508118,easyaviso,2025-05-07 12:28:03.532203,468.2352941176471
ph de lujo bellas artes,47000.0,150.0,,,19.6724918,-99.1796654,easyaviso,2025-05-07 12:28:03.532203,313.3333333333333
departamento en renta 60m2 en cuauhtemoc,30000.0,60.0,2.0,2.0,19.4278328,-99.1689954,easyaviso,2025-05-07 12:28:03.532203,500.0
departamento en renta reforma,39000.0,100.0,,,19.4273694,-99.1684647,easyaviso,2025-05-07 12:28:03.532203,390.0
departamento en renta o venta en reforma  1r1.5b2e  amenidades  120m2,104000.0,,,,19.4276427,-99.170342,easyaviso,2025-05-07 12:28:03.532203,
departamento en venta   the ritzcarlton,90000.0,80.0,,,19.4240425,-99.1757592,easyaviso,2025-05-07 12:28:03.532203,1125.0
se renta departamento en una excelente ubicacion,22000.0,80.0,,2.0,19.4301322,-99.1691413,easyaviso,2025-05-07 12:28:03.532203,275.0
departamento amueblado y equipado en renta en el hotel st regis reforma,206653.40000000002,250.0,3.0,3.0,19.4256427,-99.172342,easyaviso,2025-05-07 12:28:03.532203,826.6136000000001
depa en reforma a un precio increible,28000.0,85.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-07 12:28:03.532203,329.4117647058824
rio tigris,45000.0,170.0,4.0,4.0,19.4298975,-99.166957,easyaviso,2025-05-07 12:28:03.532203,264.70588235294116
rio tigris,40000.0,170.0,3.0,5.0,19.4298975,-99.166957,easyaviso,2025-05-07 12:28:03.532203,235.2941176470588
departamento en st. regis mexico,137116.0,183.0,3.0,2.0,19.4257018181,-99.1721126521,easyaviso,2025-05-07 12:28:03.532203,749.2677595628415
cuauhtemoc rio rhin departamento. amueblado renta 38500mn,38500.0,108.0,2.0,2.0,19.4305466,-99.1649104,easyaviso,2025-05-07 12:28:03.532203,356.48148148148147
departamentos jos.. reforma cuauhtemoc,25000.0,65.0,,2.0,19.4252699,-99.1697035,easyaviso,2025-05-07 12:28:03.532203,384.61538461538464
departamento en renta parques plaza anahuac nuevo polanco miguel hidalgo,31163.0,85.0,2.0,2.0,19.4373482,-99.1803201,easyaviso,2025-05-07 12:28:03.532203,366.6235294117647
departamento torre ritz carlton  cuauhtemoc mediana y larga estancia,117528.0,69.0,,,19.4242455,-99.1746252,easyaviso,2025-05-07 12:28:03.532203,1703.304347826087
departamentoresidencia amueblado,48000.0,94.0,,,19.4301115207,-99.1651164386,easyaviso,2025-05-07 12:28:03.532203,510.63829787234044
departamentoresidencia amueblado,50000.0,94.0,2.0,2.0,19.4301322,-99.1691413,easyaviso,2025-05-07 12:28:03.532203,531.9148936170212
departamentoresidencia amueblado,52000.0,120.0,2.0,2.0,19.4315371129,-99.1716596414,easyaviso,2025-05-07 12:28:03.532203,433.3333333333333
departamentoresidencia st.regis amueblado,117528.0,99.0,2.0,2.0,19.4256636702,-99.1720689376,easyaviso,2025-05-07 12:28:03.532203,1187.1515151515152
departamento amueblado en renta en st. regis,90000.0,120.0,,,19.4256427,-99.172342,easyaviso,2025-05-07 12:28:03.532203,750.0
